id,value
Diagnosis,E01
Diagnosis.Clinical Decision-Making,E01.055
Diagnosis.Delayed Diagnosis,E01.110
"Diagnosis.Diagnosis, Computer-Assisted",E01.158
"Diagnosis.Diagnosis, Computer-Assisted.Image Interpretation, Computer-Assisted",E01.158.600
"Diagnosis.Diagnosis, Computer-Assisted.Image Interpretation, Computer-Assisted.Neuronavigation",E01.158.600.339
"Diagnosis.Diagnosis, Computer-Assisted.Image Interpretation, Computer-Assisted.Radiographic Image Interpretation, Computer-Assisted",E01.158.600.680
"Diagnosis.Diagnosis, Differential",E01.171
"Diagnosis.Diagnosis, Dual (Psychiatry)",E01.190
Diagnosis.Diagnostic Errors,E01.354
Diagnosis.Diagnostic Errors.False Negative Reactions,E01.354.340
Diagnosis.Diagnostic Errors.False Positive Reactions,E01.354.506
Diagnosis.Diagnostic Errors.Observer Variation,E01.354.753
Diagnosis.Diagnostic Techniques and Procedures,E01.370
Diagnosis.Diagnostic Techniques and Procedures.Age Determination by Skeleton,E01.370.049
Diagnosis.Diagnostic Techniques and Procedures.Autopsy,E01.370.060
Diagnosis.Diagnostic Techniques and Procedures.Breath Tests,E01.370.100
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques,E01.370.225
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests,E01.370.225.124
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis,E01.370.225.124.100
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Blood Gas Analysis,E01.370.225.124.100.100
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Blood Gas Analysis.Oximetry,E01.370.225.124.100.100.600
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Blood Gas Analysis.Oximetry.Blood Gas Monitoring, Transcutaneous",E01.370.225.124.100.100.600.100
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Blood Glucose Self-Monitoring,E01.370.225.124.100.105
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Blood Protein Electrophoresis,E01.370.225.124.100.110
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Blood Urea Nitrogen,E01.370.225.124.100.115
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Dried Blood Spot Testing,E01.370.225.124.100.232
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Glucose Clamp Technique,E01.370.225.124.100.350
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Glucose Tolerance Test,E01.370.225.124.100.355
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Lactose Tolerance Test,E01.370.225.124.100.450
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Blood Chemical Analysis.Petrosal Sinus Sampling,E01.370.225.124.100.600
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Clinical Enzyme Tests,E01.370.225.124.200
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Gastric Acidity Determination,E01.370.225.124.300
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Limulus Test,E01.370.225.124.470
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Clinical Chemistry Tests.Urinalysis,E01.370.225.124.810
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques,E01.370.225.500
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count,E01.370.225.500.195
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count,E01.370.225.500.195.107
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count.Erythrocyte Count,E01.370.225.500.195.107.330
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count.Erythrocyte Count.Reticulocyte Count,E01.370.225.500.195.107.330.725
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count.Leukocyte Count,E01.370.225.500.195.107.595
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count.Leukocyte Count.Lymphocyte Count,E01.370.225.500.195.107.595.500
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count.Leukocyte Count.Lymphocyte Count.CD4 Lymphocyte Count,E01.370.225.500.195.107.595.500.150
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count.Leukocyte Count.Lymphocyte Count.CD4 Lymphocyte Count.CD4-CD8 Ratio,E01.370.225.500.195.107.595.500.150.160
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Blood Cell Count.Platelet Count,E01.370.225.500.195.107.740
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Count.Sperm Count,E01.370.225.500.195.870
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Culture Techniques,E01.370.225.500.223
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Culture Techniques.Primary Cell Culture,E01.370.225.500.223.500
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Migration Assays,E01.370.225.500.335
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Migration Assays.Cell Migration Assays, Leukocyte",E01.370.225.500.335.500
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Migration Assays.Cell Migration Assays, Macrophage",E01.370.225.500.335.750
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Migration Assays.Skin Window Technique,E01.370.225.500.335.875
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Separation,E01.370.225.500.363
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Separation.Flow Cytometry,E01.370.225.500.363.342
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cell Tracking,E01.370.225.500.373
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Colony-Forming Units Assay,E01.370.225.500.383
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Colony-Forming Units Assay.Tumor Stem Cell Assay,E01.370.225.500.383.910
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis,E01.370.225.500.384
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Amniocentesis,E01.370.225.500.384.050
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy,E01.370.225.500.384.100
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Biopsy, Needle",E01.370.225.500.384.100.119
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Biopsy, Needle.Biopsy, Fine-Needle",E01.370.225.500.384.100.119.500
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Biopsy, Needle.Biopsy, Fine-Needle.Endoscopic Ultrasound-Guided Fine Needle Aspiration",E01.370.225.500.384.100.119.500.500
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Biopsy, Needle.Biopsy, Large-Core Needle",E01.370.225.500.384.100.119.750
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Chorionic Villi Sampling,E01.370.225.500.384.100.149
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Conization,E01.370.225.500.384.100.160
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Image-Guided Biopsy,E01.370.225.500.384.100.370
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Image-Guided Biopsy.Endoscopic Ultrasound-Guided Fine Needle Aspiration,E01.370.225.500.384.100.370.500
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Liquid Biopsy,E01.370.225.500.384.100.396
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Papanicolaou Test,E01.370.225.500.384.100.422
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Sentinel Lymph Node Biopsy,E01.370.225.500.384.100.580
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Biopsy.Vaginal Smears,E01.370.225.500.384.100.800
"Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Cytopathogenic Effect, Viral",E01.370.225.500.384.235
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytodiagnosis.Karyometry,E01.370.225.500.384.617
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytogenetic Analysis,E01.370.225.500.385
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytogenetic Analysis.Chromosome Banding,E01.370.225.500.385.130
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytogenetic Analysis.Karyotyping,E01.370.225.500.385.315
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytogenetic Analysis.Karyotyping.Spectral Karyotyping,E01.370.225.500.385.315.800
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytogenetic Analysis.Mitotic Index,E01.370.225.500.385.500
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytophotometry,E01.370.225.500.386
Diagnosis.Diagnostic Techniques and Procedures.Clinical Laboratory Techniques.Cytological Techniques.Cytophotometry.Flow Cytometry,E01.370.225.500.386.350
