id,value
Bacterial Infections and Mycoses,C01
Bacterial Infections and Mycoses.Bacterial Infections,C01.252
Bacterial Infections and Mycoses.Bacterial Infections.Bacteremia,C01.252.100
Bacterial Infections and Mycoses.Bacterial Infections.Bacteremia.Hemorrhagic Septicemia,C01.252.100.375
Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections,C01.252.200
Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Lyme Neuroborreliosis,C01.252.200.450
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial",C01.252.200.500
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial.Meningitis, Escherichia coli",C01.252.200.500.400
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial.Meningitis, Haemophilus",C01.252.200.500.450
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial.Meningitis, Listeria",C01.252.200.500.500
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial.Meningitis, Meningococcal",C01.252.200.500.550
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial.Meningitis, Meningococcal.Waterhouse-Friderichsen Syndrome",C01.252.200.500.550.800
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial.Meningitis, Pneumococcal",C01.252.200.500.600
"Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Meningitis, Bacterial.Tuberculosis, Meningeal",C01.252.200.500.800
Bacterial Infections and Mycoses.Bacterial Infections.Central Nervous System Bacterial Infections.Neurosyphilis,C01.252.200.750
"Bacterial Infections and Mycoses.Bacterial Infections.Endocarditis, Bacterial",C01.252.300
"Bacterial Infections and Mycoses.Bacterial Infections.Endocarditis, Bacterial.Endocarditis, Subacute Bacterial",C01.252.300.407
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial",C01.252.354
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Conjunctivitis, Bacterial",C01.252.354.225
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Conjunctivitis, Bacterial.Conjunctivitis, Inclusion",C01.252.354.225.250
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Conjunctivitis, Bacterial.Ophthalmia Neonatorum",C01.252.354.225.625
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Conjunctivitis, Bacterial.Trachoma",C01.252.354.225.800
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Hordeolum",C01.252.354.400
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Keratoconjunctivitis, Infectious",C01.252.354.450
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Tuberculosis, Ocular",C01.252.354.800
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Uveitis, Suppurative",C01.252.354.900
"Bacterial Infections and Mycoses.Bacterial Infections.Eye Infections, Bacterial.Uveitis, Suppurative.Panophthalmitis",C01.252.354.900.675
Bacterial Infections and Mycoses.Bacterial Infections.Fournier Gangrene,C01.252.377
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections,C01.252.400
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Aliivibrio Infections,C01.252.400.050
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Anaplasmataceae Infections,C01.252.400.054
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Anaplasmataceae Infections.Anaplasmosis,C01.252.400.054.050
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Anaplasmataceae Infections.Ehrlichiosis,C01.252.400.054.160
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Anaplasmataceae Infections.Ehrlichiosis.Heartwater Disease,C01.252.400.054.160.400
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bacteroidaceae Infections,C01.252.400.110
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bacteroidaceae Infections.Bacteroides Infections,C01.252.400.110.109
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bartonellaceae Infections,C01.252.400.126
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bartonellaceae Infections.Bartonella Infections,C01.252.400.126.100
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bartonellaceae Infections.Bartonella Infections.Angiomatosis, Bacillary",C01.252.400.126.100.050
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bartonellaceae Infections.Bartonella Infections.Cat-Scratch Disease,C01.252.400.126.100.150
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bartonellaceae Infections.Bartonella Infections.Trench Fever,C01.252.400.126.100.800
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bordetella Infections,C01.252.400.143
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Bordetella Infections.Whooping Cough,C01.252.400.143.740
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Borrelia Infections,C01.252.400.155
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Borrelia Infections.Lyme Disease,C01.252.400.155.569
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Borrelia Infections.Lyme Disease.Erythema Chronicum Migrans,C01.252.400.155.569.200
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Borrelia Infections.Lyme Disease.Lyme Neuroborreliosis,C01.252.400.155.569.600
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Borrelia Infections.Relapsing Fever,C01.252.400.155.644
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Brucellosis,C01.252.400.167
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Brucellosis.Brucellosis, Bovine",C01.252.400.167.322
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Burkholderia Infections,C01.252.400.170
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Burkholderia Infections.Glanders,C01.252.400.170.400
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Burkholderia Infections.Melioidosis,C01.252.400.170.531
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Campylobacter Infections,C01.252.400.177
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Cat-Scratch Disease,C01.252.400.200
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections,C01.252.400.210
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydia Infections,C01.252.400.210.210
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydia Infections.Chlamydial Pneumonia,C01.252.400.210.210.124
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydia Infections.Conjunctivitis, Inclusion",C01.252.400.210.210.250
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydia Infections.Lymphogranuloma Venereum,C01.252.400.210.210.490
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydia Infections.Trachoma,C01.252.400.210.210.800
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydophila Infections,C01.252.400.210.250
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydophila Infections.Chlamydial Pneumonia,C01.252.400.210.250.299
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Chlamydiaceae Infections.Chlamydophila Infections.Psittacosis,C01.252.400.210.250.600
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Cytophagaceae Infections,C01.252.400.245
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Desulfovibrionaceae Infections,C01.252.400.260
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections,C01.252.400.310
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Dysentery, Bacillary",C01.252.400.310.229
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Escherichia coli Infections,C01.252.400.310.330
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Escherichia coli Infections.Meningitis, Escherichia coli",C01.252.400.310.330.500
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Granuloma Inguinale,C01.252.400.310.416
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Klebsiella Infections,C01.252.400.310.503
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Klebsiella Infections.Rhinoscleroma,C01.252.400.310.503.650
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Proteus Infections,C01.252.400.310.708
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Salmonella Infections,C01.252.400.310.821
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Salmonella Infections.Paratyphoid Fever,C01.252.400.310.821.438
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Salmonella Infections.Salmonella Food Poisoning,C01.252.400.310.821.606
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Salmonella Infections.Salmonella Infections, Animal",C01.252.400.310.821.706
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Salmonella Infections.Typhoid Fever,C01.252.400.310.821.873
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Serratia Infections,C01.252.400.310.850
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Yersinia Infections,C01.252.400.310.980
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Yersinia Infections.Plague,C01.252.400.310.980.745
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Enterobacteriaceae Infections.Yersinia Infections.Yersinia pseudotuberculosis Infections,C01.252.400.310.980.780
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Flavobacteriaceae Infections,C01.252.400.349
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Fusobacteriaceae Infections,C01.252.400.388
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Fusobacteriaceae Infections.Fusobacterium Infections,C01.252.400.388.350
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Fusobacteriaceae Infections.Fusobacterium Infections.Gingivitis, Necrotizing Ulcerative",C01.252.400.388.350.400
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Fusobacteriaceae Infections.Fusobacterium Infections.Lemierre Syndrome,C01.252.400.388.350.700
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Helicobacter Infections,C01.252.400.466
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Legionellosis,C01.252.400.500
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Legionellosis.Legionnaires' Disease,C01.252.400.500.501
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Leptospirosis,C01.252.400.511
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Leptospirosis.Weil Disease,C01.252.400.511.739
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Moraxellaceae Infections,C01.252.400.560
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Moraxellaceae Infections.Acinetobacter Infections,C01.252.400.560.022
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Mycoplasmatales Infections,C01.252.400.610
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Mycoplasmatales Infections.Mycoplasma Infections,C01.252.400.610.610
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Mycoplasmatales Infections.Mycoplasma Infections.Pleuropneumonia, Contagious",C01.252.400.610.610.717
"Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Mycoplasmatales Infections.Mycoplasma Infections.Pneumonia, Mycoplasma",C01.252.400.610.610.760
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Mycoplasmatales Infections.Ureaplasma Infections,C01.252.400.610.850
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Neisseriaceae Infections,C01.252.400.625
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Neisseriaceae Infections.Gonorrhea,C01.252.400.625.391
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Neisseriaceae Infections.Gonorrhea.Ophthalmia Neonatorum,C01.252.400.625.391.658
Bacterial Infections and Mycoses.Bacterial Infections.Gram-Negative Bacterial Infections.Neisseriaceae Infections.Meningococcal Infections,C01.252.400.625.549
