id,value
Immune System Diseases,C20
Immune System Diseases.Autoimmune Diseases,C20.111
Immune System Diseases.Autoimmune Diseases.Addison Disease,C20.111.163
"Immune System Diseases.Autoimmune Diseases.Anemia, Hemolytic, Autoimmune",C20.111.175
Immune System Diseases.Autoimmune Diseases.Anti-Glomerular Basement Membrane Disease,C20.111.190
Immune System Diseases.Autoimmune Diseases.Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,C20.111.193
Immune System Diseases.Autoimmune Diseases.Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis.Churg-Strauss Syndrome,C20.111.193.500
Immune System Diseases.Autoimmune Diseases.Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis.Microscopic Polyangiitis,C20.111.193.750
Immune System Diseases.Autoimmune Diseases.Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis.Granulomatosis with Polyangiitis,C20.111.193.875
Immune System Diseases.Autoimmune Diseases.Antiphospholipid Syndrome,C20.111.197
"Immune System Diseases.Autoimmune Diseases.Arthritis, Juvenile",C20.111.198
"Immune System Diseases.Autoimmune Diseases.Arthritis, Rheumatoid",C20.111.199
"Immune System Diseases.Autoimmune Diseases.Arthritis, Rheumatoid.Felty Syndrome",C20.111.199.389
"Immune System Diseases.Autoimmune Diseases.Arthritis, Rheumatoid.Rheumatoid Vasculitis",C20.111.199.581
"Immune System Diseases.Autoimmune Diseases.Arthritis, Rheumatoid.Sjogren's Syndrome",C20.111.199.774
"Immune System Diseases.Autoimmune Diseases.Arthritis, Rheumatoid.Still's Disease, Adult-Onset",C20.111.199.870
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System,C20.111.258
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C20.111.258.124
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS",C20.111.258.250
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Diffuse Cerebral Sclerosis of Schilder",C20.111.258.250.175
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Encephalomyelitis, Acute Disseminated",C20.111.258.250.350
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Encephalomyelitis, Acute Disseminated.Leukoencephalitis, Acute Hemorrhagic",C20.111.258.250.350.500
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Leukoencephalitis, Acute Hemorrhagic",C20.111.258.250.425
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Multiple Sclerosis",C20.111.258.250.500
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Multiple Sclerosis.Multiple Sclerosis, Chronic Progressive",C20.111.258.250.500.200
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Multiple Sclerosis.Multiple Sclerosis, Relapsing-Remitting",C20.111.258.250.500.600
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Myelitis, Transverse",C20.111.258.250.550
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Myelitis, Transverse.Neuromyelitis Optica",C20.111.258.250.550.500
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Demyelinating Autoimmune Diseases, CNS.Neuromyelitis Optica",C20.111.258.250.775
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Lambert-Eaton Myasthenic Syndrome,C20.111.258.350
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Myasthenia Gravis,C20.111.258.500
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Myasthenia Gravis.Myasthenia Gravis, Autoimmune, Experimental",C20.111.258.500.300
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Myasthenia Gravis.Myasthenia Gravis, Neonatal",C20.111.258.500.650
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Nervous System Autoimmune Disease, Experimental",C20.111.258.625
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Nervous System Autoimmune Disease, Experimental.Encephalomyelitis, Autoimmune, Experimental",C20.111.258.625.300
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Nervous System Autoimmune Disease, Experimental.Myasthenia Gravis, Autoimmune, Experimental",C20.111.258.625.350
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Nervous System Autoimmune Disease, Experimental.Neuritis, Autoimmune, Experimental",C20.111.258.625.700
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Polyradiculoneuropathy,C20.111.258.750
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Polyradiculoneuropathy.Guillain-Barre Syndrome,C20.111.258.750.400
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Polyradiculoneuropathy.Guillain-Barre Syndrome.Miller Fisher Syndrome,C20.111.258.750.400.500
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Polyradiculoneuropathy.Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",C20.111.258.750.800
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Stiff-Person Syndrome,C20.111.258.850
Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Uveomeningoencephalitic Syndrome,C20.111.258.925
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Vasculitis, Central Nervous System",C20.111.258.962
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Vasculitis, Central Nervous System.Giant Cell Arteritis",C20.111.258.962.800
"Immune System Diseases.Autoimmune Diseases.Autoimmune Diseases of the Nervous System.Vasculitis, Central Nervous System.Lupus Vasculitis, Central Nervous System",C20.111.258.962.900
Immune System Diseases.Autoimmune Diseases.Autoimmune Hypophysitis,C20.111.273
Immune System Diseases.Autoimmune Diseases.Autoimmune Lymphoproliferative Syndrome,C20.111.288
Immune System Diseases.Autoimmune Diseases.Dermatitis Herpetiformis,C20.111.318
"Immune System Diseases.Autoimmune Diseases.Diabetes Mellitus, Type 1",C20.111.327
"Immune System Diseases.Autoimmune Diseases.Glomerulonephritis, IGA",C20.111.525
"Immune System Diseases.Autoimmune Diseases.Glomerulonephritis, Membranous",C20.111.535
Immune System Diseases.Autoimmune Diseases.Graves Disease,C20.111.555
Immune System Diseases.Autoimmune Diseases.Graves Disease.Graves Ophthalmopathy,C20.111.555.500
