id,value
Musculoskeletal System,A02
Musculoskeletal System.Aponeurosis,A02.083
Musculoskeletal System.Cartilage,A02.165
Musculoskeletal System.Cartilage.Elastic Cartilage,A02.165.257
Musculoskeletal System.Cartilage.Elastic Cartilage.Ear Cartilage,A02.165.257.250
Musculoskeletal System.Cartilage.Elastic Cartilage.Laryngeal Cartilages,A02.165.257.625
Musculoskeletal System.Cartilage.Elastic Cartilage.Laryngeal Cartilages.Arytenoid Cartilage,A02.165.257.625.083
Musculoskeletal System.Cartilage.Elastic Cartilage.Laryngeal Cartilages.Cricoid Cartilage,A02.165.257.625.211
Musculoskeletal System.Cartilage.Elastic Cartilage.Laryngeal Cartilages.Epiglottis,A02.165.257.625.411
Musculoskeletal System.Cartilage.Elastic Cartilage.Laryngeal Cartilages.Thyroid Cartilage,A02.165.257.625.870
Musculoskeletal System.Cartilage.Fibrocartilage,A02.165.308
Musculoskeletal System.Cartilage.Fibrocartilage.Intervertebral Disc,A02.165.308.410
Musculoskeletal System.Cartilage.Fibrocartilage.Intervertebral Disc.Annulus Fibrosus,A02.165.308.410.250
Musculoskeletal System.Cartilage.Fibrocartilage.Intervertebral Disc.Nucleus Pulposus,A02.165.308.410.500
Musculoskeletal System.Cartilage.Fibrocartilage.Meniscus,A02.165.308.538
"Musculoskeletal System.Cartilage.Fibrocartilage.Meniscus.Menisci, Tibial",A02.165.308.538.500
Musculoskeletal System.Cartilage.Fibrocartilage.Palmar Plate,A02.165.308.575
Musculoskeletal System.Cartilage.Fibrocartilage.Plantar Plate,A02.165.308.650
Musculoskeletal System.Cartilage.Fibrocartilage.Triangular Fibrocartilage,A02.165.308.800
Musculoskeletal System.Cartilage.Hyaline Cartilage,A02.165.407
"Musculoskeletal System.Cartilage.Hyaline Cartilage.Cartilage, Articular",A02.165.407.150
Musculoskeletal System.Cartilage.Hyaline Cartilage.Costal Cartilage,A02.165.407.325
Musculoskeletal System.Cartilage.Hyaline Cartilage.Laryngeal Cartilages,A02.165.407.500
Musculoskeletal System.Cartilage.Hyaline Cartilage.Laryngeal Cartilages.Arytenoid Cartilage,A02.165.407.500.083
Musculoskeletal System.Cartilage.Hyaline Cartilage.Laryngeal Cartilages.Cricoid Cartilage,A02.165.407.500.211
Musculoskeletal System.Cartilage.Hyaline Cartilage.Laryngeal Cartilages.Epiglottis,A02.165.407.500.411
Musculoskeletal System.Cartilage.Hyaline Cartilage.Laryngeal Cartilages.Thyroid Cartilage,A02.165.407.500.870
Musculoskeletal System.Cartilage.Hyaline Cartilage.Nasal Cartilages,A02.165.407.550
Musculoskeletal System.Fascia,A02.340
Musculoskeletal System.Fascia.Fascia Lata,A02.340.424
Musculoskeletal System.Fascia.Tenon Capsule,A02.340.800
Musculoskeletal System.Ligaments,A02.513
Musculoskeletal System.Ligaments.Broad Ligament,A02.513.170
"Musculoskeletal System.Ligaments.Ligaments, Articular",A02.513.514
"Musculoskeletal System.Ligaments.Ligaments, Articular.Anterior Cruciate Ligament",A02.513.514.100
"Musculoskeletal System.Ligaments.Ligaments, Articular.Collateral Ligaments",A02.513.514.162
"Musculoskeletal System.Ligaments.Ligaments, Articular.Collateral Ligaments.Collateral Ligament, Ulnar",A02.513.514.162.250
