id,name
G03,Metabolism
G03.015,Absorption
G03.015.500,"Absorption, Physiological"
G03.015.500.374,Gastrointestinal Absorption
G03.015.500.374.249,Gastric Absorption
G03.015.500.374.500,Intestinal Absorption
G03.015.500.374.500.500,Intestinal Reabsorption
G03.015.500.374.650,Oral Mucosal Absorption
G03.015.500.374.825,Rectal Absorption
G03.015.500.562,Intramuscular Absorption
G03.015.500.656,Ocular Absorption
G03.015.500.667,Peritoneal Absorption
G03.015.500.679,Renal Reabsorption
G03.015.500.703,Respiratory Tract Absorption
G03.015.500.703.500,Nasal Absorption
G03.015.500.750,Skin Absorption
G03.015.500.875,Subcutaneous Absorption
G03.015.500.937,Vaginal Absorption
G03.030,Acid-Base Equilibrium
G03.040,Acylation
G03.040.052,Acetylation
G03.040.055,Aminoacylation
G03.040.055.860,Transfer RNA Aminoacylation
G03.049,Aerobiosis
G03.059,Alkylation
G03.059.538,Methylation
G03.059.538.161,DNA Methylation
G03.068,Amination
G03.078,Anaerobiosis
G03.087,Autotrophic Processes
G03.087.314,Chemoautotrophic Growth
G03.087.630,Nitrogen Fixation
G03.105,Biocatalysis
G03.143,Biological Transport
G03.143.310,"Biological Transport, Active"
G03.143.310.100,"Active Transport, Cell Nucleus"
G03.143.330,Capillary Permeability
G03.143.335,Cell Membrane Permeability
G03.143.355,Cytoplasmic Streaming
G03.143.355.040,Axonal Transport
G03.143.427,Facilitated Diffusion
G03.143.500,Ion Transport
G03.143.500.100,Calcium Signaling
G03.143.700,Protein Transport
G03.143.700.100,"Active Transport, Cell Nucleus"
G03.143.775,Respiratory Transport
G03.143.775.602,Pulmonary Gas Exchange
G03.143.850,RNA Transport
G03.143.925,Secretory Pathway
G03.143.962,Transcytosis
G03.143.962.500,Transcellular Cell Migration
G03.162,Biotinylation
G03.171,Biotransformation
G03.171.224,"Activation, Metabolic"
G03.171.450,"Inactivation, Metabolic"
G03.171.450.500,"Metabolic Detoxication, Phase I"
G03.171.450.750,"Metabolic Detoxication, Phase II"
G03.180,Body Composition
G03.180.134,Body Fat Distribution
G03.180.134.500,Adiposity
G03.185,Brain Chemistry
G03.191,Carbohydrate Metabolism
G03.191.249,Fermentation
G03.191.500,Gluconeogenesis
G03.191.625,Glycogenolysis
G03.191.750,Glycolysis
G03.191.812,Glycosylation
G03.191.875,Pentose Phosphate Pathway
G03.191.937,Photosynthesis
G03.191.937.700,Photophosphorylation
G03.194,Catabolite Repression
G03.197,Cell Respiration
G03.197.300,Cell Hypoxia
G03.197.300.500,Tumor Hypoxia
G03.197.620,Respiratory Burst
G03.208,Cyclization
G03.219,Dealkylation
G03.219.500,Demethylation
G03.219.500.500,DNA Demethylation
G03.222,Deamination
G03.225,Decarboxylation
G03.230,Dimerization
G03.295,Energy Metabolism
G03.295.154,Basal Metabolism
G03.295.342,Citric Acid Cycle
G03.295.436,Glycolysis
G03.295.531,Oxidation-Reduction
G03.295.531.403,Electron Transport
G03.295.531.587,Lipid Peroxidation
G03.295.631,Oxidative Phosphorylation
G03.295.693,Pentose Phosphate Pathway
G03.295.724,Photophosphorylation
G03.295.770,Proton-Motive Force
G03.295.770.500,"Membrane Potential, Mitochondrial"
G03.295.835,Substrate Cycling
G03.312,Enterohepatic Circulation
G03.312.500,Intestinal Reabsorption
G03.328,Enzyme Activation
G03.344,Esterification
G03.360,Halogenation
G03.393,Heterotrophic Processes
G03.409,Hydrogenation
G03.425,Hydroxylation
G03.458,Lipid Metabolism
G03.458.249,Lipogenesis
G03.458.500,Lipolysis
G03.458.500.500,Lipid Mobilization
G03.458.875,Lipoylation
G03.490,Metabolic Clearance Rate
G03.493,Metabolic Networks and Pathways
G03.493.100,Biosynthetic Pathways
G03.493.170,Citric Acid Cycle
G03.493.350,Electron Transport
G03.493.360,Glycolysis
G03.493.485,Kallikrein-Kinin System
G03.493.560,MAP Kinase Signaling System
G03.493.628,Non-Neuronal Cholinergic System
G03.493.695,Pentose Phosphate Pathway
G03.493.700,Photosynthesis
G03.493.750,Protein Interaction Maps
G03.493.875,Secondary Metabolism
