id,name
C01,Bacterial Infections and Mycoses
C01.252,Bacterial Infections
C01.252.100,Bacteremia
C01.252.100.375,Hemorrhagic Septicemia
C01.252.200,Central Nervous System Bacterial Infections
C01.252.200.450,Lyme Neuroborreliosis
C01.252.200.500,"Meningitis, Bacterial"
C01.252.200.500.400,"Meningitis, Escherichia coli"
C01.252.200.500.450,"Meningitis, Haemophilus"
C01.252.200.500.500,"Meningitis, Listeria"
C01.252.200.500.550,"Meningitis, Meningococcal"
C01.252.200.500.550.800,Waterhouse-Friderichsen Syndrome
C01.252.200.500.600,"Meningitis, Pneumococcal"
C01.252.200.500.800,"Tuberculosis, Meningeal"
C01.252.200.750,Neurosyphilis
C01.252.300,"Endocarditis, Bacterial"
C01.252.300.407,"Endocarditis, Subacute Bacterial"
C01.252.354,"Eye Infections, Bacterial"
C01.252.354.225,"Conjunctivitis, Bacterial"
C01.252.354.225.250,"Conjunctivitis, Inclusion"
C01.252.354.225.625,Ophthalmia Neonatorum
C01.252.354.225.800,Trachoma
C01.252.354.400,Hordeolum
C01.252.354.450,"Keratoconjunctivitis, Infectious"
C01.252.354.800,"Tuberculosis, Ocular"
C01.252.354.900,"Uveitis, Suppurative"
C01.252.354.900.675,Panophthalmitis
C01.252.377,Fournier Gangrene
C01.252.400,Gram-Negative Bacterial Infections
C01.252.400.050,Aliivibrio Infections
C01.252.400.054,Anaplasmataceae Infections
C01.252.400.054.050,Anaplasmosis
C01.252.400.054.160,Ehrlichiosis
C01.252.400.054.160.400,Heartwater Disease
C01.252.400.110,Bacteroidaceae Infections
C01.252.400.110.109,Bacteroides Infections
C01.252.400.126,Bartonellaceae Infections
C01.252.400.126.100,Bartonella Infections
C01.252.400.126.100.050,"Angiomatosis, Bacillary"
C01.252.400.126.100.150,Cat-Scratch Disease
C01.252.400.126.100.800,Trench Fever
C01.252.400.143,Bordetella Infections
C01.252.400.143.740,Whooping Cough
C01.252.400.155,Borrelia Infections
C01.252.400.155.569,Lyme Disease
C01.252.400.155.569.200,Erythema Chronicum Migrans
C01.252.400.155.569.600,Lyme Neuroborreliosis
C01.252.400.155.644,Relapsing Fever
C01.252.400.167,Brucellosis
C01.252.400.167.322,"Brucellosis, Bovine"
C01.252.400.170,Burkholderia Infections
C01.252.400.170.400,Glanders
C01.252.400.170.531,Melioidosis
C01.252.400.177,Campylobacter Infections
C01.252.400.200,Cat-Scratch Disease
C01.252.400.210,Chlamydiaceae Infections
C01.252.400.210.210,Chlamydia Infections
C01.252.400.210.210.124,Chlamydial Pneumonia
C01.252.400.210.210.250,"Conjunctivitis, Inclusion"
C01.252.400.210.210.490,Lymphogranuloma Venereum
C01.252.400.210.210.800,Trachoma
C01.252.400.210.250,Chlamydophila Infections
C01.252.400.210.250.299,Chlamydial Pneumonia
C01.252.400.210.250.600,Psittacosis
C01.252.400.245,Cytophagaceae Infections
C01.252.400.260,Desulfovibrionaceae Infections
C01.252.400.310,Enterobacteriaceae Infections
C01.252.400.310.229,"Dysentery, Bacillary"
C01.252.400.310.330,Escherichia coli Infections
C01.252.400.310.330.500,"Meningitis, Escherichia coli"
C01.252.400.310.416,Granuloma Inguinale
C01.252.400.310.503,Klebsiella Infections
C01.252.400.310.503.650,Rhinoscleroma
C01.252.400.310.708,Proteus Infections
C01.252.400.310.821,Salmonella Infections
C01.252.400.310.821.438,Paratyphoid Fever
C01.252.400.310.821.606,Salmonella Food Poisoning
C01.252.400.310.821.706,"Salmonella Infections, Animal"
C01.252.400.310.821.873,Typhoid Fever
C01.252.400.310.850,Serratia Infections
C01.252.400.310.980,Yersinia Infections
C01.252.400.310.980.745,Plague
C01.252.400.310.980.780,Yersinia pseudotuberculosis Infections
C01.252.400.349,Flavobacteriaceae Infections
C01.252.400.388,Fusobacteriaceae Infections
C01.252.400.388.350,Fusobacterium Infections
C01.252.400.388.350.400,"Gingivitis, Necrotizing Ulcerative"
C01.252.400.388.350.700,Lemierre Syndrome
C01.252.400.466,Helicobacter Infections
C01.252.400.500,Legionellosis
C01.252.400.500.501,Legionnaires' Disease
C01.252.400.511,Leptospirosis
C01.252.400.511.739,Weil Disease
C01.252.400.560,Moraxellaceae Infections
C01.252.400.560.022,Acinetobacter Infections
C01.252.400.610,Mycoplasmatales Infections
C01.252.400.610.610,Mycoplasma Infections
C01.252.400.610.610.717,"Pleuropneumonia, Contagious"
C01.252.400.610.610.760,"Pneumonia, Mycoplasma"
C01.252.400.610.850,Ureaplasma Infections
C01.252.400.625,Neisseriaceae Infections
C01.252.400.625.391,Gonorrhea
C01.252.400.625.391.658,Ophthalmia Neonatorum
C01.252.400.625.549,Meningococcal Infections
C01.252.400.625.549.449,"Meningitis, Meningococcal"
C01.252.400.625.549.449.800,Waterhouse-Friderichsen Syndrome
C01.252.400.700,Pasteurellaceae Infections
C01.252.400.700.030,Actinobacillus Infections
C01.252.400.700.030.178,Actinobacillosis
C01.252.400.700.433,Haemophilus Infections
C01.252.400.700.433.257,Chancroid
C01.252.400.700.433.615,"Meningitis, Haemophilus"
C01.252.400.700.662,Pasteurella Infections
C01.252.400.700.662.297,Hemorrhagic Septicemia
C01.252.400.700.675,"Pasteurellosis, Pneumonic"
C01.252.400.719,Piscirickettsiaceae Infections
C01.252.400.739,Pseudomonas Infections
C01.252.400.755,Q Fever
C01.252.400.771,Rat-Bite Fever
C01.252.400.780,Rickettsiaceae Infections
C01.252.400.780.600,"Pneumonia, Rickettsial"
C01.252.400.780.790,Rickettsia Infections
C01.252.400.780.790.750,Spotted Fever Group Rickettsiosis
C01.252.400.780.790.750.250,Boutonneuse Fever
C01.252.400.780.790.750.500,Rocky Mountain Spotted Fever
C01.252.400.780.790.800,"Typhus, Endemic Flea-Borne"
C01.252.400.780.790.805,"Typhus, Epidemic Louse-Borne"
C01.252.400.780.850,Scrub Typhus
C01.252.400.825,Tick-Borne Diseases
C01.252.400.825.050,Anaplasmosis
C01.252.400.825.200,Ehrlichiosis
C01.252.400.825.300,Heartwater Disease
C01.252.400.825.480,Lyme Disease
C01.252.400.825.480.400,Erythema Chronicum Migrans
C01.252.400.825.480.700,Lyme Neuroborreliosis
C01.252.400.825.750,Relapsing Fever
C01.252.400.825.887,Spotted Fever Group Rickettsiosis
C01.252.400.825.887.250,Boutonneuse Fever
C01.252.400.825.887.500,Rocky Mountain Spotted Fever
C01.252.400.840,Treponemal Infections
C01.252.400.840.558,Pinta
C01.252.400.840.744,Syphilis
C01.252.400.840.744.161,Chancre
C01.252.400.840.744.456,Neurosyphilis
C01.252.400.840.744.456.778,Tabes Dorsalis
C01.252.400.840.744.657,"Syphilis, Cardiovascular"
C01.252.400.840.744.725,"Syphilis, Congenital"
C01.252.400.840.744.800,"Syphilis, Cutaneous"
C01.252.400.840.744.871,"Syphilis, Latent"
C01.252.400.840.892,Yaws
C01.252.400.939,Tularemia
C01.252.400.959,Vibrio Infections
C01.252.400.959.347,Cholera
C01.252.410,Gram-Positive Bacterial Infections
C01.252.410.040,Actinomycetales Infections
C01.252.410.040.137,Actinomycosis
C01.252.410.040.137.262,"Actinomycosis, Cervicofacial"
C01.252.410.040.137.631,Whipple Disease
C01.252.410.040.246,Corynebacterium Infections
C01.252.410.040.246.388,Diphtheria
C01.252.410.040.246.430,Erythrasma
C01.252.410.040.552,Mycobacterium Infections
C01.252.410.040.552.386,Leprosy
C01.252.410.040.552.386.775,"Leprosy, Multibacillary"
C01.252.410.040.552.386.775.500,"Leprosy, Lepromatous"
C01.252.410.040.552.386.850,"Leprosy, Paucibacillary"
C01.252.410.040.552.386.850.249,"Leprosy, Borderline"
C01.252.410.040.552.386.850.500,"Leprosy, Tuberculoid"
C01.252.410.040.552.475,"Mycobacterium Infections, Nontuberculous"
C01.252.410.040.552.475.247,Buruli Ulcer
C01.252.410.040.552.475.495,Mycobacterium avium-intracellulare Infection
C01.252.410.040.552.588,Paratuberculosis
C01.252.410.040.552.846,Tuberculosis
C01.252.410.040.552.846.122,Latent Tuberculosis
C01.252.410.040.552.846.246,"Peritonitis, Tuberculous"
C01.252.410.040.552.846.493,Tuberculoma
C01.252.410.040.552.846.493.400,"Tuberculoma, Intracranial"
C01.252.410.040.552.846.516,"Tuberculosis, Avian"
C01.252.410.040.552.846.538,"Tuberculosis, Bovine"
C01.252.410.040.552.846.561,"Tuberculosis, Cardiovascular"
C01.252.410.040.552.846.561.595,"Pericarditis, Tuberculous"
C01.252.410.040.552.846.570,"Tuberculosis, Central Nervous System"
C01.252.410.040.552.846.570.300,"Tuberculoma, Intracranial"
C01.252.410.040.552.846.570.600,"Tuberculosis, Meningeal"
C01.252.410.040.552.846.583,"Tuberculosis, Cutaneous"
C01.252.410.040.552.846.583.260,Erythema Induratum
C01.252.410.040.552.846.583.470,Lupus Vulgaris
C01.252.410.040.552.846.606,"Tuberculosis, Endocrine"
C01.252.410.040.552.846.628,"Tuberculosis, Gastrointestinal"
C01.252.410.040.552.846.651,"Tuberculosis, Hepatic"
C01.252.410.040.552.846.696,"Tuberculosis, Laryngeal"
C01.252.410.040.552.846.719,"Tuberculosis, Lymph Node"
C01.252.410.040.552.846.719.500,King's Evil
C01.252.410.040.552.846.764,"Tuberculosis, Miliary"
C01.252.410.040.552.846.775,"Tuberculosis, Multidrug-Resistant"
C01.252.410.040.552.846.775.500,Extensively Drug-Resistant Tuberculosis
C01.252.410.040.552.846.786,"Tuberculosis, Ocular"
C01.252.410.040.552.846.809,"Tuberculosis, Oral"
C01.252.410.040.552.846.831,"Tuberculosis, Osteoarticular"
C01.252.410.040.552.846.831.722,"Tuberculosis, Spinal"
C01.252.410.040.552.846.877,"Tuberculosis, Pleural"
C01.252.410.040.552.846.877.405,"Empyema, Tuberculous"
C01.252.410.040.552.846.899,"Tuberculosis, Pulmonary"
C01.252.410.040.552.846.899.669,Silicotuberculosis
C01.252.410.040.552.846.922,"Tuberculosis, Splenic"
C01.252.410.040.552.846.944,"Tuberculosis, Urogenital"
C01.252.410.040.552.846.944.596,"Tuberculosis, Female Genital"
C01.252.410.040.552.846.944.721,"Tuberculosis, Male Genital"
C01.252.410.040.552.846.944.847,"Tuberculosis, Renal"
C01.252.410.040.692,Nocardia Infections
C01.252.410.040.692.606,Mycetoma
C01.252.410.090,Bacillaceae Infections
C01.252.410.090.072,Anthrax
C01.252.410.110,Bifidobacteriales Infections
C01.252.410.222,Clostridium Infections
C01.252.410.222.151,Botulism
C01.252.410.222.310,"Enterocolitis, Pseudomembranous"
C01.252.410.222.325,Enterotoxemia
C01.252.410.222.440,Gas Gangrene
C01.252.410.222.864,Tetanus
C01.252.410.334,Erysipelothrix Infections
C01.252.410.334.329,Erysipeloid
C01.252.410.334.776,Swine Erysipelas
C01.252.410.514,Listeriosis
C01.252.410.514.533,"Meningitis, Listeria"
C01.252.410.868,Staphylococcal Infections
C01.252.410.868.675,"Pneumonia, Staphylococcal"
C01.252.410.868.806,Staphylococcal Food Poisoning
C01.252.410.868.820,Staphylococcal Skin Infections
C01.252.410.868.820.270,Furunculosis
C01.252.410.868.820.270.200,Carbuncle
C01.252.410.868.820.504,Impetigo
C01.252.410.868.820.770,Staphylococcal Scalded Skin Syndrome
C01.252.410.890,Streptococcal Infections
C01.252.410.890.210,Ecthyma
C01.252.410.890.240,"Endocarditis, Subacute Bacterial"
C01.252.410.890.328,Erysipelas
C01.252.410.890.485,Impetigo
C01.252.410.890.670,Pneumococcal Infections
C01.252.410.890.670.595,"Meningitis, Pneumococcal"
C01.252.410.890.670.750,"Pneumonia, Pneumococcal"
C01.252.410.890.731,Rheumatic Fever
C01.252.410.890.731.649,Rheumatic Heart Disease
C01.252.410.890.823,Scarlet Fever
C01.252.620,"Pneumonia, Bacterial"
C01.252.620.249,Chlamydial Pneumonia
C01.252.620.500,"Pneumonia, Mycoplasma"
C01.252.620.530,"Pneumonia of Calves, Enzootic"
C01.252.620.540,"Pneumonia of Swine, Mycoplasmal"
C01.252.620.550,"Pneumonia, Pneumococcal"
C01.252.620.600,"Pneumonia, Rickettsial"
C01.252.620.620,"Pneumonia, Staphylococcal"
C01.252.810,"Sexually Transmitted Diseases, Bacterial"
C01.252.810.201,Chancroid
C01.252.810.301,Chlamydia Infections
C01.252.810.301.490,Lymphogranuloma Venereum
C01.252.810.401,Gonorrhea
C01.252.810.451,Granuloma Inguinale
C01.252.810.859,Syphilis
C01.252.825,"Skin Diseases, Bacterial"
C01.252.825.110,"Actinomycosis, Cervicofacial"
C01.252.825.150,"Angiomatosis, Bacillary"
C01.252.825.180,Digital Dermatitis
C01.252.825.210,Ecthyma
C01.252.825.260,Erysipelas
C01.252.825.310,Erythema Chronicum Migrans
C01.252.825.320,Erythrasma
C01.252.825.340,"Fasciitis, Necrotizing"
C01.252.825.360,Granuloma Inguinale
C01.252.825.420,Hidradenitis Suppurativa
C01.252.825.557,Mycetoma
C01.252.825.630,Pinta
C01.252.825.705,Rhinoscleroma
C01.252.825.770,Staphylococcal Skin Infections
C01.252.825.770.270,Furunculosis
C01.252.825.770.270.200,Carbuncle
C01.252.825.770.360,Impetigo
C01.252.825.770.770,Staphylococcal Scalded Skin Syndrome
C01.252.825.790,"Syphilis, Cutaneous"
C01.252.825.820,"Tuberculosis, Cutaneous"
C01.252.825.820.260,Erythema Induratum
C01.252.825.820.470,Lupus Vulgaris
C01.252.825.910,Yaws
C01.252.847,Spirochaetales Infections
C01.252.847.193,Borrelia Infections
C01.252.847.193.569,Lyme Disease
C01.252.847.193.569.200,Erythema Chronicum Migrans
C01.252.847.193.569.600,Lyme Neuroborreliosis
C01.252.847.193.644,Relapsing Fever
C01.252.847.511,Leptospirosis
C01.252.847.511.739,Weil Disease
C01.252.847.840,Treponemal Infections
C01.252.847.840.558,Pinta
C01.252.847.840.744,Syphilis
C01.252.847.840.744.161,Chancre
C01.252.847.840.744.456,Neurosyphilis
C01.252.847.840.744.456.778,Tabes Dorsalis
C01.252.847.840.744.657,"Syphilis, Cardiovascular"
C01.252.847.840.744.725,"Syphilis, Congenital"
C01.252.847.840.744.800,"Syphilis, Cutaneous"
C01.252.847.840.744.871,"Syphilis, Latent"
C01.252.847.840.892,Yaws
C01.252.954,"Vaginosis, Bacterial"
C01.395,Central Nervous System Infections
C01.395.250,Brain Abscess
C01.395.250.500,"Toxoplasmosis, Cerebral"
C01.395.500,Central Nervous System Bacterial Infections
C01.539,Infection
C01.539.069,"Aneurysm, Infected"
C01.539.100,"Arthritis, Infectious"
C01.539.100.500,"Arthritis, Reactive"
C01.539.160,"Bone Diseases, Infectious"
C01.539.160.495,Osteomyelitis
C01.539.160.495.500,Mastoiditis
C01.539.160.495.750,Petrositis
C01.539.160.495.875,Pott Puffy Tumor
C01.539.160.595,Periostitis
