id,name
A08,Nervous System
A08.186,Central Nervous System
A08.186.211,Brain
A08.186.211.035,Blood-Brain Barrier
A08.186.211.132,Brain Stem
A08.186.211.132.659,Mesencephalon
A08.186.211.132.659.413,Cerebral Peduncle
A08.186.211.132.659.413.437,Cerebral Crus
A08.186.211.132.659.413.656,Substantia Nigra
A08.186.211.132.659.413.656.249,Pars Compacta
A08.186.211.132.659.413.656.500,Pars Reticulata
A08.186.211.132.659.413.875,Tegmentum Mesencephali
A08.186.211.132.659.413.875.187,Cerebral Aqueduct
A08.186.211.132.659.413.875.284,Midbrain Reticular Formation
A08.186.211.132.659.413.875.284.500,Pedunculopontine Tegmental Nucleus
A08.186.211.132.659.413.875.381,Oculomotor Nuclear Complex
A08.186.211.132.659.413.875.381.500,Edinger-Westphal Nucleus
A08.186.211.132.659.413.875.595,Periaqueductal Gray
A08.186.211.132.659.413.875.618,Raphe Nuclei
A08.186.211.132.659.413.875.618.249,Dorsal Raphe Nucleus
A08.186.211.132.659.413.875.618.436,Interpeduncular Nucleus
A08.186.211.132.659.413.875.618.624,Midbrain Raphe Nuclei
A08.186.211.132.659.413.875.642,Red Nucleus
A08.186.211.132.659.413.875.820,Ventral Tegmental Area
A08.186.211.132.659.473,Locus Coeruleus
A08.186.211.132.659.800,Tectum Mesencephali
A08.186.211.132.659.800.407,Inferior Colliculi
A08.186.211.132.659.800.611,Posterior Cerebellar Commissure
A08.186.211.132.659.800.662,Pretectal Region
A08.186.211.132.659.800.713,Subcommissural Organ
A08.186.211.132.659.800.816,Superior Colliculi
A08.186.211.132.772,Reticular Formation
A08.186.211.132.772.322,Midbrain Reticular Formation
A08.186.211.132.772.322.500,Pedunculopontine Tegmental Nucleus
A08.186.211.132.772.646,Respiratory Center
A08.186.211.132.810,Rhombencephalon
A08.186.211.132.810.428,Metencephalon
A08.186.211.132.810.428.200,Cerebellum
A08.186.211.132.810.428.200.212,Cerebellar Cortex
A08.186.211.132.810.428.200.212.299,Cerebellar Vermis
A08.186.211.132.810.428.200.212.600,Purkinje Cells
A08.186.211.132.810.428.200.337,Cerebellar Nuclei
A08.186.211.132.810.428.200.462,Cerebellopontine Angle
A08.186.211.132.810.428.600,Pons
A08.186.211.132.810.428.600.067,Barrington's Nucleus
A08.186.211.132.810.428.600.135,Cochlear Nucleus
A08.186.211.132.810.428.600.392,Kolliker-Fuse Nucleus
A08.186.211.132.810.428.600.521,Middle Cerebellar Peduncle
A08.186.211.132.810.428.600.650,Pontine Tegmentum
A08.186.211.132.810.428.600.650.249,Abducens Nucleus
A08.186.211.132.810.428.600.650.374,Facial Nucleus
A08.186.211.132.810.428.600.650.437,Locus Coeruleus
A08.186.211.132.810.428.600.650.500,Parabrachial Nucleus
A08.186.211.132.810.428.600.650.562,Raphe Nuclei
A08.186.211.132.810.428.600.650.562.500,Nucleus Raphe Magnus
A08.186.211.132.810.428.600.650.625,Superior Olivary Complex
A08.186.211.132.810.428.600.650.687,Trapezoid Body
A08.186.211.132.810.428.600.650.718,Trigeminal Motor Nucleus
A08.186.211.132.810.428.600.650.750,"Trigeminal Nucleus, Spinal"
A08.186.211.132.810.428.600.800,Vestibular Nuclei
A08.186.211.132.810.428.600.800.800,"Vestibular Nucleus, Lateral"
A08.186.211.132.810.591,Myelencephalon
A08.186.211.132.810.591.500,Medulla Oblongata
A08.186.211.132.810.591.500.286,Area Postrema
A08.186.211.132.810.591.500.574,Olivary Nucleus
A08.186.211.132.810.591.500.662,Raphe Nuclei
A08.186.211.132.810.591.500.662.436,Nucleus Raphe Obscurus
A08.186.211.132.810.591.500.662.624,Nucleus Raphe Pallidus
A08.186.211.132.810.591.500.750,Solitary Nucleus
A08.186.211.132.810.591.500.875,"Trigeminal Nucleus, Spinal"
A08.186.211.132.810.591.500.875.500,Trigeminal Caudal Nucleus
A08.186.211.132.810.753,Tectospinal Fibers
A08.186.211.132.931,Trigeminal Nuclei
A08.186.211.132.931.459,Trigeminal Motor Nucleus
A08.186.211.132.931.920,"Trigeminal Nucleus, Spinal"
A08.186.211.132.931.920.927,Trigeminal Caudal Nucleus
A08.186.211.168,Gray Matter
A08.186.211.204,White Matter
A08.186.211.276,Cerebral Ventricles
A08.186.211.276.187,Cerebral Aqueduct
A08.186.211.276.298,Choroid Plexus
A08.186.211.276.460,Ependyma
A08.186.211.276.500,Fourth Ventricle
A08.186.211.276.650,Lateral Ventricles
A08.186.211.276.814,Septum Pellucidum
A08.186.211.276.840,Third Ventricle
A08.186.211.464,Limbic System
A08.186.211.464.090,Amygdala
A08.186.211.464.090.500,Basolateral Nuclear Complex
A08.186.211.464.090.750,Central Amygdaloid Nucleus
A08.186.211.464.090.875,Corticomedial Nuclear Complex
A08.186.211.464.090.875.500,Periamygdaloid Cortex
A08.186.211.464.200,Epithalamus
A08.186.211.464.200.360,Habenula
A08.186.211.464.200.680,Pineal Gland
A08.186.211.464.405,Hippocampus
A08.186.211.464.405.099,"CA1 Region, Hippocampal"
A08.186.211.464.405.149,"CA2 Region, Hippocampal"
A08.186.211.464.405.174,"CA3 Region, Hippocampal"
A08.186.211.464.405.200,Dentate Gyrus
A08.186.211.464.405.200.500,"Mossy Fibers, Hippocampal"
A08.186.211.464.405.600,"Fornix, Brain"
A08.186.211.464.497,Hypothalamus
A08.186.211.464.497.300,"Hypothalamic Area, Lateral"
A08.186.211.464.497.342,"Hypothalamus, Anterior"
A08.186.211.464.497.342.063,Anterior Hypothalamic Nucleus
A08.186.211.464.497.342.231,Organum Vasculosum
A08.186.211.464.497.342.400,Paraventricular Hypothalamic Nucleus
A08.186.211.464.497.342.450,Preoptic Area
A08.186.211.464.497.342.625,Suprachiasmatic Nucleus
A08.186.211.464.497.342.625.500,Suprachiasmatic Nucleus Neurons
A08.186.211.464.497.342.650,Supraoptic Nucleus
A08.186.211.464.497.352,"Hypothalamus, Middle"
A08.186.211.464.497.352.081,Arcuate Nucleus of Hypothalamus
A08.186.211.464.497.352.270,Dorsomedial Hypothalamic Nucleus
A08.186.211.464.497.352.435,Hypothalamo-Hypophyseal System
A08.186.211.464.497.352.435.249,Median Eminence
A08.186.211.464.497.352.435.500,Pituitary Gland
A08.186.211.464.497.352.435.500.500,"Pituitary Gland, Anterior"
A08.186.211.464.497.352.435.500.500.500,Corticotrophs
A08.186.211.464.497.352.435.500.500.750,Gonadotrophs
A08.186.211.464.497.352.435.500.500.812,Lactotrophs
A08.186.211.464.497.352.435.500.500.937,Somatotrophs
A08.186.211.464.497.352.435.500.500.968,Thyrotrophs
A08.186.211.464.497.352.435.500.750,"Pituitary Gland, Intermediate"
A08.186.211.464.497.352.435.500.750.500,Melanotrophs
A08.186.211.464.497.352.435.500.875,"Pituitary Gland, Posterior"
A08.186.211.464.497.352.870,Tuber Cinereum
A08.186.211.464.497.352.953,Ventromedial Hypothalamic Nucleus
A08.186.211.464.497.362,"Hypothalamus, Posterior"
A08.186.211.464.497.362.500,Mammillary Bodies
A08.186.211.464.590,Limbic Lobe
A08.186.211.464.590.500,Gyrus Cinguli
A08.186.211.464.590.750,Parahippocampal Gyrus
A08.186.211.464.590.750.225,Entorhinal Cortex
A08.186.211.464.590.750.612,Periamygdaloid Cortex
A08.186.211.464.699,Olfactory Pathways
A08.186.211.464.710,Parahippocampal Gyrus
A08.186.211.464.710.225,Entorhinal Cortex
A08.186.211.464.710.612,Periamygdaloid Cortex
A08.186.211.464.730,Perforant Pathway
A08.186.211.464.750,Septum of Brain
A08.186.211.464.750.800,Septal Nuclei
A08.186.211.464.750.900,Septum Pellucidum
A08.186.211.464.820,Substantia Innominata
A08.186.211.730,Prosencephalon
A08.186.211.730.317,Diencephalon
A08.186.211.730.317.200,Epithalamus
A08.186.211.730.317.200.360,Habenula
A08.186.211.730.317.200.620,Pineal Gland
A08.186.211.730.317.357,Hypothalamus
A08.186.211.730.317.357.300,"Hypothalamic Area, Lateral"
A08.186.211.730.317.357.342,"Hypothalamus, Anterior"
A08.186.211.730.317.357.342.063,Anterior Hypothalamic Nucleus
A08.186.211.730.317.357.342.315,Organum Vasculosum
A08.186.211.730.317.357.342.400,Paraventricular Hypothalamic Nucleus
A08.186.211.730.317.357.342.450,Preoptic Area
A08.186.211.730.317.357.342.625,Suprachiasmatic Nucleus
A08.186.211.730.317.357.342.625.500,Suprachiasmatic Nucleus Neurons
A08.186.211.730.317.357.342.650,Supraoptic Nucleus
A08.186.211.730.317.357.352,"Hypothalamus, Middle"
A08.186.211.730.317.357.352.081,Arcuate Nucleus of Hypothalamus
A08.186.211.730.317.357.352.270,Dorsomedial Hypothalamic Nucleus
A08.186.211.730.317.357.352.435,Hypothalamo-Hypophyseal System
A08.186.211.730.317.357.352.435.249,Median Eminence
A08.186.211.730.317.357.352.435.500,Pituitary Gland
A08.186.211.730.317.357.352.435.500.500,"Pituitary Gland, Anterior"
A08.186.211.730.317.357.352.435.500.500.500,Corticotrophs
