id,name
C20,Immune System Diseases
C20.111,Autoimmune Diseases
C20.111.163,Addison Disease
C20.111.175,"Anemia, Hemolytic, Autoimmune"
C20.111.190,Anti-Glomerular Basement Membrane Disease
C20.111.193,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
C20.111.193.500,Churg-Strauss Syndrome
C20.111.193.750,Microscopic Polyangiitis
C20.111.193.875,Granulomatosis with Polyangiitis
C20.111.197,Antiphospholipid Syndrome
C20.111.198,"Arthritis, Juvenile"
C20.111.199,"Arthritis, Rheumatoid"
C20.111.199.389,Felty Syndrome
C20.111.199.581,Rheumatoid Vasculitis
C20.111.199.774,Sjogren's Syndrome
C20.111.199.870,"Still's Disease, Adult-Onset"
C20.111.258,Autoimmune Diseases of the Nervous System
C20.111.258.124,Anti-N-Methyl-D-Aspartate Receptor Encephalitis
C20.111.258.250,"Demyelinating Autoimmune Diseases, CNS"
C20.111.258.250.175,Diffuse Cerebral Sclerosis of Schilder
C20.111.258.250.350,"Encephalomyelitis, Acute Disseminated"
C20.111.258.250.350.500,"Leukoencephalitis, Acute Hemorrhagic"
C20.111.258.250.425,"Leukoencephalitis, Acute Hemorrhagic"
C20.111.258.250.500,Multiple Sclerosis
C20.111.258.250.500.200,"Multiple Sclerosis, Chronic Progressive"
C20.111.258.250.500.600,"Multiple Sclerosis, Relapsing-Remitting"
C20.111.258.250.550,"Myelitis, Transverse"
C20.111.258.250.550.500,Neuromyelitis Optica
C20.111.258.250.775,Neuromyelitis Optica
C20.111.258.350,Lambert-Eaton Myasthenic Syndrome
C20.111.258.500,Myasthenia Gravis
C20.111.258.500.300,"Myasthenia Gravis, Autoimmune, Experimental"
C20.111.258.500.650,"Myasthenia Gravis, Neonatal"
C20.111.258.625,"Nervous System Autoimmune Disease, Experimental"
C20.111.258.625.300,"Encephalomyelitis, Autoimmune, Experimental"
C20.111.258.625.350,"Myasthenia Gravis, Autoimmune, Experimental"
C20.111.258.625.700,"Neuritis, Autoimmune, Experimental"
C20.111.258.750,Polyradiculoneuropathy
C20.111.258.750.400,Guillain-Barre Syndrome
C20.111.258.750.400.500,Miller Fisher Syndrome
C20.111.258.750.800,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
C20.111.258.850,Stiff-Person Syndrome
C20.111.258.925,Uveomeningoencephalitic Syndrome
C20.111.258.962,"Vasculitis, Central Nervous System"
C20.111.258.962.800,Giant Cell Arteritis
C20.111.258.962.900,"Lupus Vasculitis, Central Nervous System"
C20.111.273,Autoimmune Hypophysitis
C20.111.288,Autoimmune Lymphoproliferative Syndrome
C20.111.318,Dermatitis Herpetiformis
C20.111.327,"Diabetes Mellitus, Type 1"
C20.111.525,"Glomerulonephritis, IGA"
C20.111.535,"Glomerulonephritis, Membranous"
C20.111.555,Graves Disease
C20.111.555.500,Graves Ophthalmopathy
C20.111.567,"Hepatitis, Autoimmune"
C20.111.576,Latent Autoimmune Diabetes in Adults
C20.111.585,Linear IgA Bullous Dermatosis
C20.111.590,"Lupus Erythematosus, Systemic"
C20.111.590.560,Lupus Nephritis
C20.111.590.750,"Lupus Vasculitis, Central Nervous System"
C20.111.709,"Ophthalmia, Sympathetic"
C20.111.730,"Pemphigoid, Bullous"
C20.111.736,Pemphigus
C20.111.750,"Polyendocrinopathies, Autoimmune"
C20.111.759,"Purpura, Thrombocytopenic, Idiopathic"
C20.111.809,"Thyroiditis, Autoimmune"
C20.111.904,Undifferentiated Connective Tissue Diseases
C20.306,"Erythroblastosis, Fetal"
C20.306.480,Hydrops Fetalis
C20.306.502,Kernicterus
C20.425,"Glomerulonephritis, Membranoproliferative"
C20.452,Graft vs Host Disease
C20.543,Hypersensitivity
C20.543.206,Drug Hypersensitivity
C20.543.206.189,"Asthma, Aspirin-Induced"
C20.543.206.380,Drug Eruptions
C20.543.206.380.174,Acute Generalized Exanthematous Pustulosis
C20.543.206.380.262,Drug Hypersensitivity Syndrome
C20.543.206.380.375,Erythema Nodosum
C20.543.206.380.587,Nicolau Syndrome
C20.543.206.380.800,Serum Sickness
C20.543.206.380.900,Stevens-Johnson Syndrome
C20.543.312,Environmental Illness
C20.543.312.500,Multiple Chemical Sensitivity
C20.543.312.750,Sick Building Syndrome
C20.543.418,"Hypersensitivity, Delayed"
C20.543.418.150,"Dermatitis, Allergic Contact"
C20.543.418.150.600,"Dermatitis, Photoallergic"
C20.543.418.150.700,"Dermatitis, Toxicodendron"
C20.543.480,"Hypersensitivity, Immediate"
C20.543.480.099,Anaphylaxis
C20.543.480.149,"Asthma, Aspirin-Induced"
C20.543.480.200,"Conjunctivitis, Allergic"
C20.543.480.343,"Dermatitis, Atopic"
C20.543.480.356,Eosinophilic Esophagitis
C20.543.480.370,Food Hypersensitivity
C20.543.480.370.150,Egg Hypersensitivity
C20.543.480.370.500,Milk Hypersensitivity
C20.543.480.370.572,Nut and Peanut Hypersensitivity
C20.543.480.370.572.500,Nut Hypersensitivity
C20.543.480.370.572.750,Peanut Hypersensitivity
C20.543.480.370.763,Shellfish Hypersensitivity
C20.543.480.370.850,Wheat Hypersensitivity
C20.543.480.680,Respiratory Hypersensitivity
C20.543.480.680.075,"Alveolitis, Extrinsic Allergic"
C20.543.480.680.075.125,Bird Fancier's Lung
C20.543.480.680.075.365,Farmer's Lung
C20.543.480.680.075.682,Trichosporonosis
C20.543.480.680.085,"Aspergillosis, Allergic Bronchopulmonary"
C20.543.480.680.095,Asthma
C20.543.480.680.095.110,"Asthma, Exercise-Induced"
